OUT_ID	Kingdom	Phylum	Class	Order	Family	Genus
ASV_1522	Bacteria	NA	NA	NA	NA	NA
ASV_1523	Bacteria	NA	NA	NA	NA	NA
ASV_1524	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Nguyenibacter
ASV_1525	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1526	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1527	Bacteria	NA	NA	NA	NA	NA
ASV_1528	NA	NA	NA	NA	NA	NA
ASV_1529	Bacteria	NA	NA	NA	NA	NA
ASV_1530	Bacteria	NA	NA	NA	NA	NA
ASV_1531	Bacteria	NA	NA	NA	NA	NA
ASV_1532	Bacteria	NA	NA	NA	NA	NA
ASV_1533	Bacteria	NA	NA	NA	NA	NA
ASV_1534	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_1535	Bacteria	NA	NA	NA	NA	NA
ASV_1536	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_1537	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
ASV_1538	Bacteria	NA	NA	NA	NA	NA
ASV_1539	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum
ASV_1540	Bacteria	NA	NA	NA	NA	NA
ASV_1541	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA
ASV_1542	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	NA
ASV_1543	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_1544	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_1545	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1
ASV_1546	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_1547	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus
ASV_1548	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_1549	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1550	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1551	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
ASV_1552	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1553	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_1554	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA
ASV_1555	NA	NA	NA	NA	NA	NA
ASV_1556	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria
ASV_1557	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Nevskia
ASV_1558	Bacteria	NA	NA	NA	NA	NA
ASV_1559	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_1560	Bacteria	NA	NA	NA	NA	NA
ASV_1561	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Kinneretia
ASV_1562	Bacteria	NA	NA	NA	NA	NA
ASV_1563	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1564	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc
ASV_1565	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_1566	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Dermabacter
ASV_1567	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
ASV_1568	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella
ASV_1569	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Terrisporobacter
ASV_1570	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio
ASV_1571	Bacteria	NA	NA	NA	NA	NA
ASV_1572	Bacteria	NA	NA	NA	NA	NA
ASV_1573	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Idiomarinaceae	Idiomarina
ASV_1574	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1575	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia
ASV_1576	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1577	Bacteria	NA	NA	NA	NA	NA
ASV_1578	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1579	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1580	Bacteria	NA	NA	NA	NA	NA
ASV_1581	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1582	Bacteria	NA	NA	NA	NA	NA
ASV_1583	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1584	Bacteria	NA	NA	NA	NA	NA
ASV_1585	Bacteria	NA	NA	NA	NA	NA
ASV_1586	NA	NA	NA	NA	NA	NA
ASV_1587	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1588	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1589	Bacteria	NA	NA	NA	NA	NA
ASV_1590	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Chujaibacter
ASV_1591	Bacteria	NA	NA	NA	NA	NA
ASV_1592	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1593	Bacteria	NA	NA	NA	NA	NA
ASV_1594	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus
ASV_1595	Bacteria	NA	NA	NA	NA	NA
ASV_1596	Bacteria	NA	NA	NA	NA	NA
ASV_1597	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_1598	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_1599	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
ASV_1600	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia
ASV_1601	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus
ASV_1602	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_1603	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus
ASV_1604	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Corticibacter
ASV_1605	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Lampropedia
ASV_1606	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio
ASV_1607	Bacteria	NA	NA	NA	NA	NA
ASV_1608	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	NA
ASV_1609	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
ASV_1610	Bacteria	NA	NA	NA	NA	NA
ASV_1611	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio
ASV_1612	Bacteria	NA	NA	NA	NA	NA
ASV_1613	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio
ASV_1614	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
ASV_1615	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio
